Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
aplikasi buka eror nya patah pas buka bikin hp lot buka aplikasi tolong baik cepat,positive,positive,5
bantu program sehat keluarga,neutral,neutral,5
okkl jari kasih,neutral,neutral,5
sangat bantu,neutral,neutral,3
bagus mudah moga manfaat,positive,positive,5
aplikasi bantu masyarakat layan sehat tunjang program unggul perintah terima kasih mobile jkn terima kasih perintah,neutral,neutral,1
bantu baharu biar nyaman,positive,positive,5
mobile jkn log out login sulit,negative,negative,5
bagus yg dri kantor,positive,positive,3
pindah perintah mandi akun ku autodebit tp pilih finpay gagal gmn udh kantor bpjs ya tetep kontrol spesialis,negative,negative,5
tolong update,neutral,neutral,2
mudah pindah faskesnya,positive,positive,1
developpengembang pikirin servernya ya menu menu adain baguus manfaat lup kapasitas server ambil antri aja salain jaring stabil tolong deh baik upgrade tu server biar bayar angsur ngerasa oia gak rugi ni iur bpjs,positive,positive,5
pake enak banget mudah antri dokter liat jadwal kirain doang yg gak bs kirim kode otp nyasms email gak bspdhal jaring baguspake wifi data gak bsjadi males pakenyalalu apk gak bs d tolong perhati bner sayang gak,positive,positive,1
aplikasi ubah data yg cepat terimakasih mobile jkn,positive,positive,1
aplikasi mudah hidup orang bikin ribet,positive,positive,5
cek in eror trsmohon baik sistem,positive,positive,3
bantu aju anggota,neutral,neutral,5
susah bgt ya pas verifikasih wajah knpa ya solusi kah gagal nih terang wajah,negative,negative,5
bantu aplikasi,neutral,neutral,5
kluar error verivikasi sms pulsa coba gratis mudah,neutral,neutral,5
rubah no rujuk,neutral,neutral,5
logout masuk pw nik salah verifikasi email no hp ga kluar apk nya,neutral,neutral,1
code chapce nya muncul munculaplikasih tdk efisien,neutral,neutral,5
aplikasi sampah aplikasi web negara beres negara orang pandai it yg aplikasi web sengaja sulit akses sengaja sulit rakyat atauu devnya orang ada yg masuk proyek negara jalur orang dev orang yg minim tahu sampahhhhh sampaaaaahhhh negara sampah,negative,negative,5
verifikasi akun kendala daftar langsung kantor gabisa aplikasi nya busuk,neutral,neutral,5
jujur aplikasi bagus iya ngambil nomor antri frtl error mulu tulis gagal proses simpan data ambil antre pas kisar jam subuh aneh bikin bikin adu mobile jkn suruh chat whatsapp rsweb rs tuju suruh ambil nomor antri manual klo disuruu gitu guna nih aplikasi kecewa ama nih aplikasi sumpah orang report error evaluasi cari mana errornya,negative,negative,5
mantapkeren,neutral,neutral,5
sempurna tulis nya kali tolong drubah aplikasi nya serta nya orang tua,neutral,neutral,5
terima kode otp daftar ganti kartu x,neutral,neutral,5
aplikasi rusak kode otp gak rim kirim udah coba kali,negative,negative,1
aplikasi payah kluar masuk gagal trus data sus aplikasi bobrokbikin susahsetiap kali daftar pas tgl rujuk slalu problem,negative,negative,1
susah banget daftar dapetin kode verifikasi sms nya udah modern via sms pesan whatsapp,negative,negative,5
aplikasi error gak masuk aplikasi nggak aplikasi perintah banyak nggak sih,negative,negative,1
gk daftar ambil antre gak tolong gimana,neutral,neutral,1
bpjs kota sorong papua barat daya layan bagus cepat suka tugas ramah sopan moga klian sehat iya,positive,positive,5
aplikasi msi bnyk bug eror,neutral,neutral,5
tibakeluar pas login nik salah sandi salah salah mohon bantu nya,neutral,neutral,5
download aplikasi cek nomor bpjs hapus itu website resminnya gak ketemu paksa deh,neutral,neutral,1
aplikasi aba kode kirim sinkron kirim kali kode otp kartu telkomsel akun lupa sandi,neutral,neutral,5
sip puas,positive,positive,5
kenap app kali login eror,neutral,neutral,5
suka kali capek bolak balek login,positive,positive,5
jkn mobil proses daftar,neutral,neutral,1
masak log out login pasword ganti ruwet aplikasi bos,neutral,neutral,5
korupsi tuh pinter dikit napa udah korupsi liat banget gragot dana hadehhh hadehhh,neutral,neutral,5
login terang jaring udah coba pake wifi data selular sekali login hitung detik logout otomatis,neutral,neutral,5
mantap info layan,positive,positive,5
aplikasi mudah fiturnya variasi,positive,positive,1
ti banget,neutral,neutral,1
si jkn gk buka,neutral,neutral,1
parahh tdk login jelass kau min,neutral,neutral,2
oplop l,neutral,neutral,1
kode otp kirim nomor hp aktif pulsa jaring sinyal,neutral,neutral,1
baik bantu sekali,positive,positive,1
aplikasi kacau balau,neutral,neutral,5
iur gk tpi bpjsnya gk aktif aneh bngett,negative,negative,1
mudah pusing mah zonk aplikasi,positive,positive,5
mudah layan sehat,positive,positive,5
update problem nya ga baik surat kontrol baca ambil no antre update apa,positive,positive,5
bantu warga,neutral,neutral,5
udah antri onlinesampai klinik aplikasi antri dilayanijadi antri ofline panjangmohon baik,positive,positive,5
kode otp nya gak yaa pulsa nyoba fitur kirim whatsapp kouta bilang offline moga depan yaa,neutral,neutral,5
mobil jkn wokeh banget bravo,neutral,neutral,3
terimakasih sangant batu,neutral,neutral,5
udah mobile jkn ga bukaoffline aja gi mna obat sulit kaya ginimau pake paket data wifi tetep aja offline hadeuhh,negative,negative,4
mudah online mobile jkn ubah data sesuai yg gak kepuskesmasisi data rebah dirmhditamandmn,positive,positive,1
captcha nya muncul tunggu menit muncul suka logout kalo login,positive,positive,5
keluh kesah masyarakat kgk update update aplikasi nya udh sistem otp lelet update,negative,negative,5
jaring bagus smpe hrus gnti pasword gara gak login,positive,positive,5
bingung bpjs inibaru pagi mendaftartapi selesai daftar terverifikasidisitu tera bpjs daftar non aktuf daftar bpjs maksud gimana,neutral,neutral,1
susah verifikasi gagal layar blank aplikasi layan keshatan koq yah bikin cepet sembuh sakit stress,negative,negative,5
mantap,positive,positive,2
oke,positive,positive,5
jkn nya login isi pulsa kecewa kali,negative,negative,5
bantu langgan layan sehat,neutral,neutral,5
cepat,positive,positive,5
aplikasi sampah gak verfikasi sms baik kena azab setan koruptor,neutral,positive,2
fasilitas checkin faskes tingkat,neutral,neutral,5
daftar nya susah verifikasi wajah,negative,negative,5
mohon baik gabisa masuk masuk akun pdhal internet bagus,positive,positive,1
verifikasi kode otp pake sms ga kode nya udah mah nunggu detik kalo mending pake whatsapp sms,neutral,neutral,5
aplikasi plat merah tebak kualitas bayar iur layan yg otp kirim ngebug suruh kirim otp makan pulsa nunggu jeda kirim andal,neutral,neutral,5
aplikasi mudah moga fasilitas sehat indonesia kembang selamat nyawa cegah sakit mati,positive,positive,3
bagus tp syngnya kdng logout,positive,positive,1
aman aja pake apk nya sgt bantu biar cepet layan ga antri lokasi ya kdg pas ambil no antri kendala mohon tunggu coba dll tp akirnya emg hrs sabar coba siih kalo gabisa bener qt uda sampe lokasi faskes msh gabisa emg lg errorternyata emg lg byk keluh hari ituyauda ambil no antri lokasi alam sy trus surat kontrol hilangitu qt hubung rs ybs wa bantu,neutral,neutral,4
verif wajah susah udah coba kali kali tetep gagal udah seperfect sesuai perintah,negative,negative,5
log out log in kena lupa password nya otp pulsa udah potong nnti habis nya muncul kode otp nya,neutral,neutral,1
politik mah sengaja d suruh daftar aplikasi sdngkan aplikasi ga guna biar orang ga pake bpjs gratis,neutral,neutral,5
buruklemot akses app nyamuncul notif periksa koneksi internet andasudah full sinyal wifitapi emang dasar lemottt bandwith app nya iur trilun an masak ga beli bandwith,neutral,neutral,5
mebantu,neutral,neutral,5
teima kasih jkn slalu,neutral,neutral,5
sih rempong banget jk daftar slalu bilang capca salah kadang muncul ingat mohon kendala yg kembang sih ga becus banget kelola aplikasi niat pake mobile jkn biar mudah eh tp ribet bikin tensi darah,positive,positive,5
smoga bantu,neutral,neutral,2
bantu skali trimah kasih jkn,neutral,neutral,5
aplikasi mudah rubah dn akses data,positive,positive,5
mudah sulit guna sulit orang yg paham teknologidigital pdhal orng tsb cma obat email hrus lbih dri pendftar keluarga no hp hrus lbih dri pndftar keluarga no hp duaduanya hrus prabayar utk otp inti gk niat layan kurang kunjung orang yg obat,negative,negative,2
aplikasi sampah pajak aja gede gilir aplikasi kayak sampah,negative,negative,1
daftar nomor antri tanggal jam eh pas buka aplikasi nomor antri gak,neutral,neutral,1
layan daftar antri pos layan jam kadang tambah jam mengertidan layan teknis periksa jam selesaikalau kerja asn layan jam erti sayaemang salin jamtolong terang perintah layan sehat masyarakat,neutral,neutral,5
layan tolong isi captha jgn yg ribet maklum sdh lansia,neutral,neutral,5
aplikasi jelek kode verifikasi sms gak dibales,negative,negative,1
aplikasi gajelas udah log out login capcta gak,neutral,neutral,5
poroses pindah faskes cepat,positive,positive,4
bagus aja aplikasi logout cuman kemarin pas dipake ambil antri error pakai tolong baik jujur ganggu anti error,neutral,neutral,5
ambil nomer antri tulis gagal hubung server rs sebab ya,negative,negative,5
keluh tolong aplikasi simpel kartu keluarga aplikasi pisah pisah akun nya repot ngapalin id pin kalo periksa pusing mikirin keluarga sakit pusing mikirin id pin ganti pin login pilih menu perhati menu tolong taruh halaman utama edit mindah,negative,negative,5
muantaapp,neutral,neutral,1
bantu masyarakan ecek kartu bpjs mudah daftar obat,positive,positive,1
aplikasi nya eror ambil antri eror menu buka eror,neutral,neutral,5
mudah bantu,positive,positive,1
bantu tolong mudah login aplikasi,positive,positive,5
alhamdulillah,neutral,neutral,5
selalu antri full klo daftar antri aplikasi,neutral,neutral,5
tolong baik apk jkn mobile eror daftar online faskes tingkat,positive,positive,5
senang nya aplikasi,neutral,neutral,5
knapa masuk,neutral,neutral,5
mantap man,positive,positive,5
bagus mudah,positive,positive,5
login captcha muter tolong d baik,positive,positive,5
mobile jkn the best,neutral,neutral,5
susah log in anehh,negative,negative,1
baik login suruh input capcha capcha ngak kasi mutar suruh tunggu jaring ngak ganggu,positive,positive,5
screenshot screenshot antri,neutral,neutral,1
verifikasi wajah sulit verifikasi sms muncul minta proses banget nomer email sesuai pulsa cukup adu webemailwa tetep ga daftar online h tanggal kontrol,negative,negative,4
aplikasi buka,neutral,neutral,1
bantu nama guna akun,neutral,neutral,1
dipake tiba gk login udh cs tp cs jg gk,neutral,neutral,5
ya gabisa buka cek nomor antri,neutral,neutral,5
berobt repotno pendaftan apk mntak update trus tetep gk faskes pertmaa gk gk dftr online mudah tmbah sulit orang sakit,neutral,neutral,5
aplikasi,neutral,neutral,2
knp yah kode captcha nya mutar gk muncul jaring stabilterus gak login tolong gimna in,neutral,neutral,4
bagus tingkat layan sehat,positive,positive,3
aplikasi ribet lupa pasword verifikasi poll sakit keburu sakit layan perintah,neutral,neutral,5
ganggu mulu,neutral,neutral,1
sih suruh login,neutral,neutral,1
tolong admin daftar serta jkn yg no kk pas dimasukin salah no nik pas udah ngisi formulir salah no kk dukcapil yaiya ngga yg dimasukin no kk salah minta nik gimana jelass,neutral,neutral,5
membantumudah mantap,positive,positive,5
kdang aku kunci dadi login lgi knpa gk pas buka apliksi jkn mudah gk login lgi kn derdaftar knpa hrus login lgi,positive,neutral,1
gak login,neutral,neutral,5
mantap cepat rubah jenis pilih faskes,positive,positive,5
trimakasih satpam bantu layan,neutral,neutral,5
vertifikasi nya susah,negative,negative,5
masalah cuman iur layan buruk,negative,negative,3
screenshot nomor antri mudah update aplikasi tolong baik terima kasih,positive,positive,5
mempersulitmasa uda d coba brkali kali kode otp dg nmr telepon hasil sekalikirain sy ajatrnyata bnyak,neutral,neutral,5
kalo verifikasi sms nya gk bs optimal minimal rubah pake whatsapp mudah guna verifikasi nyampe jam pdaha anggota nyal bayar,positive,positive,1
jkn mobile didonlod gak didounlodpadahal pake hp vivo v lumayan ram gb,neutral,neutral,3
bagus gampang urus kantor langsung,positive,positive,3
guna brmanfaat,neutral,neutral,5
the best,neutral,neutral,5
burukk,neutral,neutral,1
alkhamdulillahsetelah jkn mobile msh sehat batu,neutral,neutral,1
udah masuk kode otpnya nunggu menit udah gila kali y normal aja menit mukbang gimana,neutral,neutral,1
kode verifikasi sms ga pake sesi,neutral,neutral,5
baikgood job,neutral,neutral,1
data sesuai,neutral,neutral,5
masya allah bantu,neutral,neutral,1
layan sehat,neutral,neutral,1
aplikasi buruk masuk nik sandicaptcha salah diinput sistem luncur,negative,negative,1
kali login pelihara aplikasi informasi skrg susah sulit paham jadwal dokter tera daftar rumah sakit tolong baik baik mudah terima kasih,positive,positive,2
bismillahirrahmanirrahim moga jkn selesai sehat warga negara indonesia,neutral,neutral,5
knp sih aplikasi sulit sekalicaptcha error kaga muncul suruh login melulu benerin anggurinkatanya mudah sulit,negative,negative,1
daftar susah banget verifikasi wajah gagal teruuuuuus,negative,negative,1
gabisa daftar,neutral,neutral,5
akun gabisa login gimanasi sulit,negative,negative,5
ribet bet ngurus nya daftar online nerima kode otp banget pake pulsa tuh bikin ribet,neutral,neutral,5
mudah tibet,positive,positive,1
aplikasi jelek masukin user password udah masukin captcha eh tombol masuk gak pencet tombol tombol masuk gak pencet pas usernamenya hapus pas udah isi komplit eh gak pencet tombol masuk,negative,neutral,5
aplikasi bantu sayang kali login updet klik g apdet hrs uninstal,neutral,neutral,5
mo aktif bpjs yg tk aktif tanggung gimna,neutral,neutral,1
aplikasi update dg layan jadwal layan dokter jam dokter kunjung,neutral,neutral,5
mantapppo,neutral,neutral,5
simpan,neutral,neutral,2
update bikin susah yg sandi salah ya jugamakin parah,negative,negative,1
progressnya jd,neutral,neutral,5
ubah data email aja ribet g,neutral,neutral,1
uji ciba,neutral,neutral,1
aplikasi jkn bantu,neutral,neutral,3
daftar ter enskripsi bingung,neutral,neutral,5
trimaksih bantu jaga sehat,neutral,neutral,5
baikterima kasih,neutral,neutral,3
gampang update gampang akses antri,neutral,neutral,1
ya verifikasi gagal muncul pulsa nerima sms pulsa tetep gak verifikasi muka gagal bingung kudu gimana udah ikutin tetep aja gagal sampe hapus install tetep aja gak gagal daftar udah gilir verifikasi gak pulsa gak nerima sms bingung info gimana min kalo pulsa gak verifikasi min mohon bantu min maaf menggangktunya,negative,negative,1
ulas periksa gagal terooss sampe kontrol gak review dokter ngambek karna aplikasi bug,negative,negative,5
uninstall,neutral,neutral,1
halah aplikasi nya lot bet buka aplikasi log out pas relog bet nunggunya,neutral,neutral,5
pelayananya bagus tugas loket banget bantu detail aktif bpjs good job,positive,positive,1
tanggal september malam aplikasi eror fungsi yah,neutral,neutral,5
mantab,neutral,neutral,5
klw pindah faskes hrus tgl brlkau emng org skit hrus nunggu tgl,neutral,neutral,1
alhamdulillah obat gratis terimakasih,neutral,neutral,5
mantap,positive,positive,1
ga masuk log out udh d benerin kantor bpjs tetep ga masuk ribett,neutral,neutral,5
mohon tingkat tingkat layan mobile jkn nyaman kendala terimakasih,positive,positive,5
aplikasi ss mutu,neutral,neutral,5
aplikasi eror,neutral,neutral,2
ga ambil antri terang jadwal dokter temu lucu ga screenshot bukti rs ga urus langsung rs mudah ga repot bolos kerja ribet,neutral,neutral,4
moga percaya masyarakat,neutral,neutral,5
manja apk makasih,neutral,neutral,5
bagus,positive,positive,5
bagus lancar,positive,positive,5
aplikasi rusak gilir daftar aja ganggu udah ngambil duluan susah obat server jelek notifikasi cek jaring user kocak emang,negative,negative,1
aplikasi gak ruwet banget dikit error,negative,negative,4
mantap josslah pokok tks,positive,positive,1
verifikasi ga sihminta code verifikasi susah ampun,negative,negative,5
layan baik bantu bgt,positive,positive,2
mudah praktis bantu,positive,positive,1
suruh update kelar update gbs login daftar manual k klinik eh suster nya bilang gk gbs masuk bu aktual gitu koq kalo emang jam malam gbs dipake aplikasi nyusahin yg mo obat mlam,neutral,neutral,3
login ganggu captcha muncul error,negative,negative,2
udah ok nih aplikasi tolong ya tahan capek saban butuh kudu login pdhal ngga otak atik tolong ya tahan terimakasih,neutral,neutral,5
efisien mudah,positive,positive,5
daftar suruh login data login nya udah bilang salah tidak nyaman,positive,positive,1
sesuai jadwal tolong baik hapus,positive,positive,5
moga bantu,neutral,neutral,5
ubah faskes cepat,positive,positive,5
aplikasi nya susah trouble,negative,negative,5
layan cepat ramah,positive,positive,1
bantu serta mudah meng akses sehat,positive,positive,5
gak fungsi blank,neutral,neutral,5
cakeeef mudah simple,positive,positive,5
diupdate sulit login daftar antre mohon baik lancar kasih nya terima kasih,neutral,neutral,5
operasi,neutral,neutral,5
baik info layan sehat memudahkn guna layan kesehatantanggap cepat urus sehat rumah sakit,positive,positive,1
obat aja skrng ribet bgt yah gimana kalo org gapunya hp gapunya kuota aplikasi nya jelek banget perintah sulit doang,negative,negative,5
gagal untk daftar,negative,negative,5
me mmbantu,neutral,neutral,5
ragu,neutral,neutral,1
bantu sesuai uud,neutral,neutral,5
nyeselsetelah updatemenu kunci konsultasi dokter,neutral,neutral,1
maaf ya kasi bintang jujur mobile jkn bantu dlm urus rujuk jd tdk bawa kertas lagitp knp sulit login hp login nik orng tua yg sdh renta sulit hp login hp daftar tolong mudah pakai mobile klu login sulit klu login ya tinggal login aja akun daftar bpjs,negative,negative,5
baik,positive,positive,5
,neutral,neutral,5
serta pas isi data kk ngga klik tolong diperbaikiii,neutral,neutral,5
saran mudah login mode ingat user karna ubah pin kala yg sulit user pin yg pakai terima kasih,neutral,neutral,5
woyyy lahh baik tu kode otp susah bener dapat,neutral,neutral,1
mudah,positive,positive,1
aplikasi berak tolol pling ribet suka log out gak jls dikit log out sndiri kadang ngelag hrus pkek pulsa niat gk sih sbnrnya ngasih layan jujur ribet ad aplikasi gampang nyusahin pasien kadang kontrol gk muncul aplikasi hrus bgian informasi dlu mending klo dket ksi yg kek biji la yg salah aplikasi tpi yg nanggung pasienayola bnerin lgi kerja inituh nyusahin pasien tolol bnr,positive,neutral,5
gooood abiez pokok,neutral,neutral,5
logout abis susah masuk nya,negative,negative,2
tolong tingkat sistem pasien atur ulang jadwal temu dokter mudah dah kali dokter gak hadir kalo atur ulang jadwal loket jg langsung beres,positive,positive,5
mantap sat set pake aplikasi jkn mobile,positive,positive,1
aplikasi bagus bantu,positive,positive,2
sms verifikasi pndftran msuk dri parah,negative,negative,5
kadang suka eror,positive,positive,5
login gagal nikpasword aplikasi ribet ya,negative,negative,5
perangkat kompetibel aplikasi,neutral,neutral,2
sanget bantu,neutral,neutral,5
aplikasi masalah bilang offline pakai internet g,negative,negative,2
puas banget,positive,positive,5
bantu goog job,neutral,neutral,4
manfaat mudah aju ubah,positive,positive,4
bagus mudah,positive,positive,5
maaf bintang rangin bang eror sendri masuk login eror sinyal ku aman pulsa ku verifikasi kode kadang kl masuk apk ga mohon perhati,neutral,neutral,1
aplikasi yg manfaat sehat,neutral,neutral,5
layan prosesional,neutral,neutral,5
daftar mudah ganti akses domisili,positive,positive,1
mudah klau ubah paskes,positive,positive,5
donload masuk mudah tp ilang masuk lgi gk,positive,positive,3
aplikasi tolol verif gagal alas,negative,negative,1
mantaap app mudah pakai,positive,positive,5
daftar hasil login suruh dukcapil sgala trus guna daftar apah bambaang,neutral,neutral,1
trus dukung bpjs sehat indonesia trus maju jaya,neutral,neutral,1
bantu masyarakat jangkau fasilitas sehat jangkau mudah akses,positive,positive,5
daftar vermuk gagal,negative,negative,5
smart aplikasi,neutral,neutral,5
buka captcha nya tdk muncul muter muter,neutral,neutral,2
terimakasih rubah nya moga depan,neutral,neutral,5
aplikasi sy ubah faskes rawat jalan alhamdulillah proses cepat akurat tks,positive,positive,5
yahuy,neutral,neutral,1
ganguan,neutral,neutral,5
mudah daftar rumah sakit,positive,positive,2
mudah layan sehat,positive,positive,5
batu mudah urus bpjs,positive,positive,5
aneh lamalama ni aplikasi ga login trus,negative,negative,5
aplikasi ala aman pake capca cuman mutar aja nda muncul capcanya,neutral,neutral,1
lbh mudah,positive,positive,5
aplikasi buruk miris,negative,negative,1
manfaat sesuai fungsi,neutral,neutral,1
moga berkah mudah,positive,positive,1
tampil lokasi dekat cepat akurat ubah data cepat minggu josss,positive,positive,5
log out susah masuk,negative,negative,5
aplikasi bantu,neutral,neutral,5
kecewa guna jaring malam stratus offline jaring internet normal,negative,negative,5
bantu mudah akses,positive,positive,1
aplikasi bobrok sungguh sedih butuh aplikasi gak verivikasi wajah aplikasi bobrok,neutral,neutral,5
ribet program panggil bbrp kali program lelet skrng antri gak bs screen shot kdg faskes enak aja mrk tukar mnghapus antri ditunjukkam gak buktiini sengaja yah bpjs,negative,negative,5
otp kirim x coba hp pocco x pro jaring g sim card aktif masah hp aplikasi perintah yg amburadul,neutral,neutral,5
guna,neutral,neutral,5
aplikasi nga,neutral,neutral,5
ganti password nya ya otp nya gk kirim kirim,neutral,neutral,1
aplikasi gak update masuk data gak,neutral,neutral,5
bagus gak bawa kartu henpon sajah peraktis,positive,positive,5
aneh apl jkn pasword udah bilang salah tolong urus apl nya baik bikin orang kesal,neutral,neutral,5
bagus mudah biaya sehat,positive,positive,5
tampil antri obat tdk dpt savescreenshot yg tdk internet data repot,negative,negative,5
ngeselin apk sring error sllu hrs logout d login ulang kalo sbln g dpakepsti klo mo pke faskes ttup kt bpjs tdk aktfpdhl bln sllu byr potong kntor,negative,negative,4
kali daftar error jam operasional klinik tutup aplikasi sampah,negative,negative,3
layar gerak susah login,negative,negative,5
tempat nyaman paramedis ramahramah,positive,positive,5
jaring masuk,neutral,neutral,5
aplikasi mantab bantu,neutral,neutral,5
apk kluar masukk sulit jaring bagus tolong baik ya udah baik aq kasih bintang,positive,positive,5
daftar kontrol logout capek log in masalah ga log in besuk jadwal kontrol kontrol tolong pakai online ya mudah kalo kaya gin guna hari ribet jkn mobile niat mudah sulit guna,neutral,neutral,5
bagus,positive,positive,5
verifikasi wajah ko susah trs tolong baik kualitas sampe uninstall lgi apk nya gara susah daftar,negative,negative,2
logout login susah ampun sekrng login,negative,negative,4
sulit updatenya gb sih mengupdate aplikasi mobile jkn mohon bantu,negative,negative,5
ambil jadwal kontrol eror bersangkutanterus fungsi apk,neutral,neutral,5
ribet ubah data aja susah ampun login pake nik jga ujung nya kunci apk nya gk fungsi gk kayak,negative,negative,5
kontrol rsu mojokerto ko daftar habis operasi daftar no antri ko tdk,neutral,neutral,5
lot buka aplikasi moga benah,neutral,neutral,5
proses registrasi mudah lancar,positive,positive,1
bantu daftar bpjs,neutral,neutral,2
lumayan bagus,positive,positive,5
aplikasi gak sistem identifikasi gak bikin pusing,neutral,neutral,5
milik rujuk surat kontrol surat rujuk laku tolong baik sulit proses obat,neutral,neutral,5
eror aplikasi gk mudah,positive,positive,1
bantu,neutral,neutral,5
pas ganggu lg urgent taii,neutral,neutral,5
gk jls hk buka pas buka cek tiba kluar coba masuk masuk capta tp gk muncul cepat,positive,positive,1
tolong fast respon kendala daftar online ganggu,neutral,neutral,5
mudah obat puskesmas rujuk rumah sakit ga pagi ambil antri rmh udh dpt nomor antri,positive,positive,5
susuah daftar nungu sms verifikasi ga nongol nongol tolong ong mudah sulit,neutral,neutral,4
mudah,positive,positive,5
terima kasih puas layan nya,positive,positive,5
mudah,positive,positive,5
alhamdulillah proses cepat,positive,positive,5
mantap proses layan cepat,positive,positive,1
apk bener gak login gk sandi salah gilir ganti sandi no hp daftar daftar ulang nik udah daftar suka yg apk aja rugi,positive,positive,5
good,neutral,neutral,1
gimana sih otp aja error terussinyal bagus aneh ni jkn,negative,negative,5
update jelek nik udah bener dimasukinnya bilang salah mulu,negative,negative,5
layan muas,neutral,neutral,1
enak pakai gak ribet rubah faskes,neutral,neutral,3
obat kemaren rumah sakit obat kemaren temu riwayat nya,neutral,neutral,5
sulit kode otp sms nomer,negative,negative,1
masyaallah aplikasi nya bantu,neutral,neutral,5
wawww yes,neutral,neutral,2
terima kasih manfaat,neutral,neutral,5
ya pas login tulis nomor nik daftar ya kemarin daftar login,neutral,neutral,5
ok mobile jkn bantu simple,neutral,neutral,5
gud aplikasen,neutral,neutral,5
aplikasi ga jelastiap login susah ampun,negative,negative,4
ngak masuk akun pasword nya cocok,neutral,neutral,2
daftar captcha nya muncul coba berkalikali,neutral,neutral,1
respon layan bagus trima kasih jkn,positive,positive,5
pas ganti alamat kartu nya pindah alamat nya jd kantor bpjs nya,neutral,neutral,5
aplikasi ny eror gbsa,neutral,neutral,4
sanggar bantu,neutral,neutral,1
otp busukkk,neutral,neutral,5
mantap aplikasi tolong terimakasih jkn,positive,positive,5
tolong developer captcha isi kessan mudah angka apa pakai gambar keriting jari pencetin mouse milih captcha ga bener kalo masuk baik min baca doang,positive,positive,5
jkn sulit orang obat terkadang login aja susah bgtgagal trus keburu mati pasien,negative,negative,1
kode verifikasi kali pencet gk kirim,neutral,neutral,5
aplikasi gk buka mudah sulit hidup kecewa,negative,negative,5
tup,neutral,neutral,1
aplikasi mudah pakai sms langsung pakai email ferifikaai,positive,positive,5
jkn tolong kerja kembang aplikasi kerja log in device pemberitahuan login device beda dst login pakai captcha ribeeet nik password pemberitahuan akun daftar bijak fitur dalam berubahubah sistem ketat nggak hack bikin ribet guna orang gabut nge hack,neutral,neutral,5
cepat praktis daftar antri obat,positive,positive,3
alhamdulilah aplikasi jkn bantu,neutral,neutral,5
manfaat,neutral,neutral,1
sulit gagal verifikasi muka sdh d terang,negative,negative,5
bantu layan sehat,neutral,neutral,5
kode otp susah dapat tolol apk nya,negative,negative,3
log out yah udah coba log in tp gagal mulu udah bener gimana sih,negative,negative,1
aplikasi mudah mengunakan bpjs rantau daerah,positive,positive,1
susah banget logincaptha nya ga muncul,negative,negative,5
mantap moga depan mantap lg,positive,positive,5
good bagus,positive,positive,1
brilyan,neutral,neutral,5
kali rubah faskes susah klik hp koneksi jaring bagus hmmm,neutral,neutral,5
apk bodohgak simpan data dngn baikselalu mbuka menu msuk sandi udh masuk sala muluhpus aja apk nya bikin geram,neutral,neutral,1
layan mudah fahami moga bantu umat nabi muhammad saw aamiin,positive,positive,1
bagussangat bantu,neutral,neutral,5
bagus layan info bpjs,positive,positive,5
jelek,negative,negative,5
kode verifikasi,neutral,neutral,4
kelas aplikasi perintah gin jelek banget njirr gw daftar kode otp nya gak kirim mulu no hp udah bener sulit banget gila pantesan indonesia gak maju maju bikin aplikasi aja gak aplikasi mudah rakyat hobi banget rakyat repot,negative,negative,1
bantu layan sehat pribadi sintas kanker,neutral,neutral,1
sulit download nya simpan nya ga aja udah dihapusin tetep gabisa sih mudah yaa,neutral,neutral,1
terima kasihaplikasi bantu,neutral,neutral,1
muantaff,neutral,neutral,5
lengkap datadata pribadi muda cepat tinggal rubah jkn terimakasih,positive,positive,1
susah login semiggu x apan keluwar apikasi dita keluwar gilir masuk koneksi internet jelek pake wfi masak jelek get beli paket data aja koneksi buruk makzdya gimana ni apikasi ringan pasi bbjs malh bikin ribet,negative,negative,5
mantullll,neutral,neutral,5
gimana login ga captha error generate udah coba hp aja,negative,negative,4
aplikasi jelek ruwet indonesia gak,negative,negative,5
mudahh laaah,neutral,neutral,2
ubah sandi,neutral,neutral,4
perintah sulit rakyat nya obat bpjs mandiri woooyyy pake aplikasi prabowo gerinda aplikasi sampah,negative,negative,5
terimakasih perintah,neutral,neutral,4
bagus aja notif pelihara sistem pas tgl nya buka laahhh masuk ribet gak sih klo nyari kk klo lupa pasword dr pd masuk dr mending masuk pake pin aja udah kagak pake yg lain mudah ngeribetin,positive,positive,5
aplikasi buat lokal suka nyusahin guna sihudh daftar logoutmau masuk lg pake nomer wa gk,positive,positive,5
bantu mudah daftar,positive,positive,5
aplikasi gak pakai sy gak prnah daftr aplikasi udah yg dftr in pake email nomor tlpn yg gak sy tau sy ferivikasi gak coba aplikasi bantu sulit orang daftar pake aplikasi gin orang yg g hp gimana ayo lahh jgn pajak korup aja,negative,negative,4
mudah praktis,positive,positive,5
membantuuu sekaliii terimakasih,neutral,neutral,1
alhamdulillah mudah,positive,positive,4
android versi,neutral,neutral,5
kalo ngrubah alamat sesuai diktp mesti kantor bpjs,neutral,neutral,5
gak login password nik diupdate akun aplikasi sih,neutral,neutral,1
otp gak masuk masuk gimana login,neutral,neutral,4
alhamdulillah bpjs jamin sehat keluarga,neutral,neutral,1
helpful,neutral,neutral,1
susah login,negative,negative,1
